sex,name,year,count
F,Sandra,1944,26023
F,Brenda,1944,8981
F,Peggy,1944,6000
F,Doris,1944,6316
F,Willie,1944,1862
F,Glenda,1944,3341
F,Gloria,1944,9960
F,Janice,1944,9725
F,Frances,1944,8477
F,Ruby,1944,3154
F,Charlotte,1944,4920
F,Rebecca,1944,3221
F,Mildred,1944,3308
F,Wanda,1944,4411
F,Evelyn,1944,4508
F,Emma,1944,2194
F,Mattie,1944,1154
F,Patsy,1944,3712
F,Jo,1944,4215
F,Lillie,1944,1499
F,Geraldine,1944,4652
F,Johnnie,1944,1055
F,Juanita,1944,2937
F,Bobbie,1944,1671
F,Louise,1944,3836
F,Bertha,1944,1584
F,Joan,1944,11916
F,Catherine,1944,5252
F,Julia,1944,2672
F,Bessie,1944,1064
F,Minnie,1944,1190
F,Sara,1944,1882
F,Jane,1944,6558
F,Ethel,1944,2010
F,Bettye,1944,686
F,Bernice,1944,1629
F,Lois,1944,5527
F,Sue,1944,4020
F,Beverly,1944,8287
F,Georgia,1944,2345
F,Jeanette,1944,2244
F,Rosie,1944,1038
F,Carrie,1944,984
F,Gwendolyn,1944,1482
F,Sylvia,1944,3282
F,Ella,1944,1517
F,Gladys,1944,1879
F,Jacqueline,1944,3972
F,Rosa,1944,1635
F,Margie,1944,1988
F,Nellie,1944,966
F,Cheryl,1944,7968
F,Ida,1944,1293
F,Phyllis,1944,7020
F,Lynda,1944,2362
F,Laura,1944,2237
F,Hazel,1944,1607
F,Norma,1944,3855
F,Billie,1944,1744
F,Fannie,1944,614
F,Faye,1944,1318
F,Jessie,1944,1178
F,Sherry,1944,2722
F,Lula,1944,692
F,Josephine,1944,2302
F,Edith,1944,2161
F,Thelma,1944,1954
F,Lillian,1944,2083
F,Eva,1944,1637
F,Hattie,1944,730
F,Bettie,1944,673
F,Susie,1944,896
F,Katie,1944,524
F,Annette,1944,1635
F,Elaine,1944,5621
F,Wilma,1944,2105
F,Dianne,1944,3098
F,Delores,1944,2746
F,Lucy,1944,1168
F,Carole,1944,6266
F,Connie,1944,4783
F,Joann,1944,3960
F,Mae,1944,805
F,Anna,1944,3617
F,Myra,1944,666
F,Velma,1944,885
F,Daisy,1944,693
F,Geneva,1944,861
F,Earnestine,1944,459
F,Vera,1944,1156
F,Vivian,1944,1999
F,Jackie,1944,1216
F,Jimmie,1944,456
F,Loretta,1944,2725
F,Eloise,1944,552
F,Marjorie,1944,3206
F,Paula,1944,3311
F,Anne,1944,3205
F,Beatrice,1944,1556
F,Maggie,1944,484
F,Irene,1944,3080
F,Kathryn,1944,3845
F,Alma,1944,1167
F,Jewel,1944,317
F,Eleanor,1944,2170
F,Emily,1944,1215
F,Gail,1944,4522
F,Janie,1944,1123
F,Kay,1944,3155
F,Essie,1944,377
F,Reba,1944,399
F,Shelby,1944,329
F,Ellen,1944,3995
F,Melba,1944,527
F,Ernestine,1944,793
F,Maxine,1944,1574
F,Pamela,1944,6202
F,Anita,1944,2818
F,Dora,1944,876
F,Nettie,1944,336
F,Ollie,1944,380
F,Flora,1944,564
F,Marion,1944,1769
F,Paulette,1944,1417
F,Ora,1944,330
F,Sadie,1944,367
F,Yvonne,1944,1769
F,Claudia,1944,2210
F,Frankie,1944,506
F,Roberta,1944,3741
F,Sally,1944,4381
F,Nina,1944,972
F,Ola,1944,268
F,Cora,1944,753
F,Eddie,1944,236
F,Hilda,1944,692
F,June,1944,2195
F,Pearlie,1944,312
F,Priscilla,1944,1544
F,Eunice,1944,660
F,Florence,1944,1957
F,Joy,1944,1423
F,Lucille,1944,1981
F,Mamie,1944,526
F,Rachel,1944,1221
F,Rosetta,1944,456
F,Sallie,1944,463
F,Sheila,1944,2657
F,Cynthia,1944,2555
F,Esther,1944,1587
F,Gertrude,1944,775
F,Lena,1944,687
F,Tommie,1944,312
F,Eula,1944,433
F,Joanne,1944,4517
F,Marian,1944,1560
F,Rita,1944,4522
F,Viola,1944,756
F,Deloris,1944,857
F,Jerry,1944,491
F,Myrtle,1944,625
F,Ruthie,1944,358
F,Stella,1944,976
F,Theresa,1944,2797
F,Elsie,1944,1054
F,Erma,1944,601
F,Diana,1944,4308
F,Agnes,1944,934
F,Dorthy,1944,340
F,Lela,1944,263
F,Robbie,1944,263
F,Alberta,1944,773
F,Lorene,1944,321
F,Mable,1944,395
F,Ada,1944,488
F,Jannie,1944,236
F,Lola,1944,803
F,Delois,1944,205
F,Polly,1944,361
F,Callie,1944,150
F,Earline,1944,288
F,Gayle,1944,1213
F,Irma,1944,649
F,Kathy,1944,2401
F,Nelda,1944,386
F,Nora,1944,806
F,Olivia,1944,702
F,Francis,1944,274
F,Mavis,1944,226
F,Audrey,1944,1618
F,Henrietta,1944,475
F,Pearl,1944,716
F,Willa,1944,340
F,Amanda,1944,197
F,Elouise,1944,123
F,Freddie,1944,231
F,Inez,1944,422
F,Jacquelyn,1944,939
F,Jeannette,1944,892
F,Lizzie,1944,240
F,Marcia,1944,3127
F,Queen,1944,153
F,Rosemary,1944,2731
F,Addie,1944,228
F,Jennie,1944,601
F,Leola,1944,187
F,Marsha,1944,2385
F,Nadine,1944,414
F,Naomi,1944,844
F,Suzanne,1944,3450
F,Charlene,1944,2421
F,Gracie,1944,358
F,Harriet,1944,1226
F,Josie,1944,321
F,Lou,1944,422
F,Angela,1944,957
F,Becky,1944,558
F,Claudette,1944,379
F,Lee,1944,558
F,Lottie,1944,233
F,Sharron,1944,665
F,Amelia,1944,409
F,Andrea,1944,2009
F,Bennie,1944,181
F,Deborah,1944,1261
F,Edwina,1944,284
F,Etta,1944,324
F,Eugenia,1944,245
F,Jewell,1944,264
F,Pat,1944,1571
F,Imogene,1944,173
F,Lenora,1944,322
F,Lynn,1944,2241
F,Syble,1944,47
F,Veronica,1944,1100
F,Dottie,1944,238
F,Joe,1944,175
F,Lana,1944,874
F,Lucile,1944,61
F,Opal,1944,355
F,Beulah,1944,415
F,Dollie,1944,192
F,Effie,1944,160
F,Elnora,1944,164
F,Jan,1944,567
F,Julie,1944,1463
F,Miriam,1944,639
F,Nell,1944,146
F,Rubye,1944,65
F,Sybil,1944,197
F,Vicki,1944,1484
F,Cecelia,1944,597
F,Celia,1944,381
F,Cherry,1944,138
F,Della,1944,600
F,Estella,1944,277
F,Gearldine,1944,85
F,Teresa,1944,1152
F,Victoria,1944,1781
F,Wilda,1944,124
F,Charlie,1944,107
F,Cleo,1944,140
F,Corine,1944,101
F,Cornelia,1944,197
F,Eliza,1944,100
F,Iris,1944,672
F,Janis,1944,686
F,Jeanne,1944,2493
F,Jeannie,1944,373
F,Marguerite,1944,707
F,Melinda,1944,339
F,Odessa,1944,161
F,Peggie,1944,140
F,Penny,1944,1172
F,Ramona,1944,635
F,Saundra,1944,657
F,Betsy,1944,621
F,Caroline,1944,1187
F,Cecilia,1944,668
F,Constance,1944,2622
F,Dixie,1944,919
F,Dolores,1944,3055
F,Earlene,1944,316
F,Harriett,1944,255
F,James,1944,175
F,Lelia,1944,84
F,Lila,1944,359
F,Lydia,1944,760
F,Regina,1944,895
F,Sammie,1944,121
F,Amy,1944,382
F,Arlene,1944,2699
F,Augusta,1944,27
F,Donnie,1944,99
F,Gay,1944,339
F,Gussie,1944,81
F,Jenny,1944,244
F,Leona,1944,850
F,Lessie,1944,82
F,May,1944,172
F,Winnie,1944,130
F,Bette,1944,642
F,Camilla,1944,157
F,Dinah,1944,118
F,Estelle,1944,265
F,Freda,1944,409
F,Gaynell,1944,58
F,Hellen,1944,53
F,Mabel,1944,330
F,Marcella,1944,595
F,Roxie,1944,155
F,Trudy,1944,621
F,Verdell,1944,16
F,Voncile,1944,16
F,Zola,1944,10
F,Bernadette,1944,979
F,Beth,1944,709
F,Bobby,1944,134
F,Bonita,1944,940
F,Dianna,1944,776
F,Dolly,1944,187
F,Eileen,1944,3631
F,Ester,1944,111
F,Gertha,1944,9
F,Ina,1944,299
F,Janette,1944,254
F,Jill,1944,988
F,Lettie,1944,21
F,Lorine,1944,73
F,Marva,1944,275
F,Melanie,1944,239
F,Melva,1944,153
F,Mollie,1944,167
F,Myrtis,1944,57
F,Nona,1944,113
F,Patty,1944,939
F,Pinkie,1944,24
F,Sondra,1944,550
F,Unknown,1944,25
F,Verna,1944,701
F,Vernell,1944,98
F,Violet,1944,600
F,Willodean,1944,9
F,Blanche,1944,307
F,Cathy,1944,633
F,Darlene,1944,3514
F,Deanna,1944,1269
F,Dorris,1944,37
F,Fay,1944,338
F,Ira,1944,36
F,Iva,1944,186
F,Jennifer,1944,639
F,Johnie,1944,32
F,Juliette,1944,15
F,Kaye,1944,397
F,Leila,1944,122
F,Margarette,1944,27
F,Maria,1944,3322
F,Mazie,1944,20
F,Myrna,1944,597
F,Nan,1944,125
F,Odell,1944,14
F,Rosalind,1944,281
F,Rosalyn,1944,174
F,Rosia,1944,16
F,William,1944,67
F,Alfreda,1944,60
F,Bertie,1944,70
F,Camille,1944,421
F,Celestine,1944,98
F,Claire,1944,956
F,Clarice,1944,198
F,Claudie,1944,14
F,Corrine,1944,154
F,Elma,1944,93
F,Elva,1944,185
F,Evangeline,1944,76
F,Florine,1944,84
F,Flossie,1944,112
F,Freida,1944,83
F,Ginger,1944,252
F,Glynda,1944,82
F,Ila,1944,111
F,Ima,1944,37
F,Jamie,1944,69
F,Jettie,1944,14
F,Joanna,1944,394
F,Kattie,1944,21
F,Kitty,1944,120
F,Letha,1944,143
F,Lilly,1944,96
F,Lue,1944,68
F,Madeline,1944,847
F,Margarett,1944,80
F,Marlene,1944,2553
F,Matilda,1944,46
F,Millie,1944,170
F,Muriel,1944,409
F,Myrtice,1944,35
F,Novella,1944,21
F,Ophelia,1944,100
F,Retha,1944,111
F,Rhonda,1944,103
F,Shelia,1944,179
F,Sonja,1944,341
F,Zella,1944,26
F,Adell,1944,18
F,Allene,1944,50
F,Alta,1944,157
F,Annice,1944,6
F,Bernadine,1944,293
F,Carmen,1944,892
F,Clementine,1944,30
F,Corene,1944,13
F,Dana,1944,462
F,Delia,1944,227
F,Elvira,1944,163
F,Gaynelle,1944,6
F,Glinda,1944,41
F,Isabella,1944,38
F,John,1944,97
F,Jonnie,1944,71
F,Judi,1944,409
F,Judie,1944,259
F,Kathrine,1944,35
F,Laverne,1944,482
F,Leslie,1944,1178
F,Linnie,1944,36
F,Lora,1944,211
F,Louella,1944,138
F,Lucinda,1944,257
F,Magdalene,1944,25
F,Mandy,1944,18
F,Marianne,1944,1135
F,Maureen,1944,2504
F,Nannie,1944,135
F,Nella,1944,6
F,Pearlene,1944,18
F,Pearline,1944,79
F,Phillis,1944,15
F,Robert,1944,126
F,Savannah,1944,6
F,Sophia,1944,55
F,Stephanie,1944,857
F,Terry,1944,882
F,Vernice,1944,28
F,Vickie,1944,545
F,Willia,1944,31
F,Zelma,1944,98
F,Betty,1945,18381
F,Carolyn,1945,17232
F,Brenda,1945,9194
F,Gloria,1945,11032
F,Joyce,1945,13947
F,Peggy,1945,5835
F,Doris,1945,5821
F,Janice,1945,10777
F,Sarah,1945,3564
F,Willie,1945,1740
F,Frances,1945,7931
F,Glenda,1945,2941
F,Ruby,1945,2872
F,Judith,1945,20182
F,Charlotte,1945,4525
F,Rebecca,1945,3312
F,Wanda,1945,4270
F,Jo,1945,4212
F,Mattie,1945,1028
F,Mildred,1945,2934
F,Lillie,1945,1377
F,Geraldine,1945,4460
F,Sharon,1945,20829
F,Ann,1945,7030
F,Catherine,1945,5020
F,Julia,1945,2302
F,Patsy,1945,3337
F,Emma,1945,2017
F,Johnnie,1945,905
F,Edna,1945,2105
F,Bobbie,1945,1515
F,Juanita,1945,2629
F,Sara,1945,1768
F,Joan,1945,10392
F,Jean,1945,7423
F,Bonnie,1945,7742
F,Laura,1945,3579
F,Jane,1945,7637
F,Minnie,1945,1052
F,Rosie,1945,1054
F,Clara,1945,1777
F,Louise,1945,3500
F,Bessie,1945,1042
F,Beverly,1945,7615
F,Bernice,1945,1449
F,Jacqueline,1945,3980
F,Norma,1945,3595
F,Ethel,1945,1767
F,Gwendolyn,1945,1508
F,Sylvia,1945,3370
F,Bettye,1945,633
F,Jessie,1945,1057
F,Lois,1945,5143
F,Margie,1945,1740
F,Thelma,1945,1817
F,Bertha,1945,1383
F,Ella,1945,1427
F,Nellie,1945,895
F,Sue,1945,3897
F,Lynda,1945,2453
F,Christine,1945,4063
F,Lula,1945,688
F,Rose,1945,4549
F,Carrie,1945,944
F,Vivian,1945,2146
F,Georgia,1945,2302
F,Josephine,1945,2120
F,Cheryl,1945,8144
F,Hazel,1945,1394
F,Ida,1945,1193
F,Jeanette,1945,2033
F,Wilma,1945,1866
F,Gladys,1945,1680
F,Faye,1945,1351
F,Sherry,1945,2660
F,Susie,1945,863
F,Annette,1945,1551
F,Dianne,1945,3607
F,Gail,1945,4822
F,Fannie,1945,548
F,Vera,1945,1114
F,Paula,1945,3790
F,Bettie,1945,651
F,Connie,1945,5323
F,Delores,1945,2434
F,Hattie,1945,723
F,Eva,1945,1553
F,Rita,1945,4265
F,Rosa,1945,1550
F,Elaine,1945,5883
F,Deloris,1945,783
F,Myra,1945,686
F,Billie,1945,1533
F,Lillian,1945,2004
F,Anne,1945,3398
F,Cora,1945,705
F,Emily,1945,1089
F,Maxine,1945,1421
F,Alma,1945,1038
F,Katie,1945,527
F,Loretta,1945,2636
F,Mae,1945,802
F,Mamie,1945,497
F,Daisy,1945,579
F,Diana,1945,6042
F,Ernestine,1945,739
F,Geneva,1945,872
F,Joann,1945,3448
F,Karen,1945,15677
F,Rachel,1945,1190
F,Edith,1945,1829
F,Eleanor,1945,1857
F,Jackie,1945,1235
F,Janie,1945,1445
F,Kay,1945,3042
F,Paulette,1945,1566
F,Anita,1945,2761
F,Sally,1945,3975
F,Carole,1945,4835
F,Irene,1945,2875
F,Jimmie,1945,356
F,Earnestine,1945,388
F,Sheila,1945,3168
F,Eloise,1945,498
F,Maggie,1945,395
F,Marjorie,1945,2922
F,Alberta,1945,725
F,Lola,1945,655
F,Kathleen,1945,13797
F,Beatrice,1945,1336
F,Lizzie,1945,222
F,Essie,1945,346
F,Pamela,1945,6160
F,Yvonne,1945,1794
F,Jewel,1945,322
F,Melba,1945,448
F,Pauline,1945,1950
F,Henrietta,1945,499
F,Hilda,1945,619
F,Marion,1945,1563
F,Pearlie,1945,290
F,Theresa,1945,2886
F,Velma,1945,811
F,Myrtle,1945,564
F,Stella,1945,952
F,Dora,1945,839
F,Cynthia,1945,3116
F,Sadie,1945,368
F,Rosemary,1945,3493
F,Audrey,1945,1622
F,Eddie,1945,220
F,Flora,1945,483
F,Frankie,1945,462
F,Joanne,1945,4607
F,Lena,1945,674
F,Tommie,1945,269
F,Elsie,1945,944
F,Florence,1945,1712
F,Gayle,1945,1465
F,Lucille,1945,1869
F,Ollie,1945,332
F,Roberta,1945,3594
F,Suzanne,1945,3748
F,Willa,1945,304
F,Callie,1945,101
F,Claudia,1945,1900
F,Joy,1945,1373
F,Lynn,1945,2708
F,Rosetta,1945,360
F,Ruthie,1945,340
F,Eula,1945,341
F,Eunice,1945,584
F,Marcia,1945,3187
F,Ora,1945,292
F,Sallie,1945,409
F,Viola,1945,738
F,Irma,1945,619
F,Kathy,1945,2746
F,Nelda,1945,394
F,Nina,1945,829
F,Nora,1945,800
F,Ola,1945,219
F,Olivia,1945,572
F,Reba,1945,411
F,Robbie,1945,226
F,Ada,1945,486
F,Della,1945,484
F,Nell,1945,157
F,Shelby,1945,287
F,Jennie,1945,586
F,Lela,1945,274
F,Nettie,1945,276
F,Gracie,1945,344
F,Lucile,1945,76
F,Mable,1945,411
F,Victoria,1945,2659
F,Earline,1945,293
F,Marian,1945,1434
F,Pat,1945,1491
F,Teresa,1945,1303
F,Addie,1945,246
F,Angela,1945,1017
F,Esther,1945,1438
F,Jennifer,1945,953
F,Marsha,1945,2416
F,Dorthy,1945,255
F,Freda,1945,386
F,Inez,1945,351
F,Lorene,1945,298
F,Naomi,1945,756
F,Amanda,1945,243
F,Constance,1945,2580
F,Delois,1945,188
F,Dianna,1945,1097
F,Jannie,1945,202
F,Pearl,1945,596
F,Priscilla,1945,1392
F,Beulah,1945,346
F,Etta,1945,298
F,Janis,1945,1089
F,Jerry,1945,369
F,Leola,1945,199
F,Lydia,1945,793
F,Corine,1945,97
F,Elnora,1945,166
F,Erma,1945,541
F,Freddie,1945,217
F,Gertrude,1945,619
F,Jacquelyn,1945,892
F,Miriam,1945,616
F,Sybil,1945,187
F,Verna,1945,695
F,Veronica,1945,1009
F,Amelia,1945,423
F,Charlene,1945,2376
F,Ina,1945,284
F,Opal,1945,296
F,Peggie,1945,136
F,Bennie,1945,159
F,Charlie,1945,81
F,Dana,1945,611
F,Dolores,1945,2679
F,Iris,1945,576
F,Josie,1945,302
F,Julie,1945,1485
F,Lana,1945,910
F,Malinda,1945,86
F,Marcella,1945,545
F,Odessa,1945,125
F,Polly,1945,342
F,Sharron,1945,557
F,Shelia,1945,248
F,Vicki,1945,2215
F,Violet,1945,527
F,Arlene,1945,2764
F,Deborah,1945,1435
F,Earlene,1945,294
F,Fay,1945,267
F,Jewell,1945,237
F,Mavis,1945,163
F,Queen,1945,172
F,Vickie,1945,779
F,Winnie,1945,133
F,Caroline,1945,983
F,Cecelia,1945,587
F,Eliza,1945,130
F,Estella,1945,309
F,Francis,1945,190
F,Ginger,1945,299
F,Jeanne,1945,2852
F,Lee,1945,654
F,Lelia,1945,78
F,Lenora,1945,268
F,Leona,1945,810
F,Lila,1945,307
F,Lou,1945,356
F,Lucinda,1945,305
F,Margarett,1945,52
F,Tina,1945,364
F,Celia,1945,317
F,Effie,1945,174
F,Harriet,1945,1137
F,Iva,1945,214
F,Jan,1945,838
F,Jeannette,1945,760
F,Lottie,1945,207
F,Marianne,1945,1068
F,Voncile,1945,18
F,Amy,1945,391
F,Andrea,1945,1906
F,Augusta,1945,11
F,Cornelia,1945,186
F,Dixie,1945,852
F,Eartha,1945,47
F,Elma,1945,108
F,Elouise,1945,128
F,Gay,1945,332
F,Imogene,1945,167
F,Jeannie,1945,436
F,Leslie,1945,1678
F,Myrtis,1945,59
F,Rosalyn,1945,159
F,Syble,1945,46
F,Toni,1945,920
F,Becky,1945,613
F,Bobby,1945,84
F,Claudette,1945,379
F,Dannie,1945,16
F,Deanna,1945,1152
F,Diann,1945,339
F,Dinah,1945,93
F,Dollie,1945,163
F,Donnie,1945,86
F,Easter,1945,27
F,Edwina,1945,204
F,Glynda,1945,56
F,Jeanie,1945,206
F,Lessie,1945,110
F,Lonnie,1945,77
F,Lue,1945,68
F,Marguerite,1945,659
F,Maria,1945,3258
F,Millie,1945,172
F,Mollie,1945,164
F,Regina,1945,935
F,Rosia,1945,23
F,Terry,1945,923
F,Blanche,1945,313
F,Charles,1945,60
F,Cherry,1945,175
F,Dottie,1945,191
F,Dovie,1945,37
F,Earlean,1945,33
F,Ila,1945,70
F,Inell,1945,15
F,James,1945,186
F,Janette,1945,249
F,Jeraldine,1945,40
F,John,1945,135
F,Lettie,1945,26
F,Marva,1945,225
F,Melanie,1945,271
F,Molly,1945,266
F,Nona,1945,130
F,Pearline,1945,58
F,Retha,1945,128
F,Roxie,1945,127
F,Sheryl,1945,1006
F,Willodean,1945,9
F,Alfreda,1945,43
F,Annice,1945,8
F,Antoinette,1945,675
F,Bernadette,1945,964
F,Beth,1945,765
F,Betsy,1945,607
F,Ellie,1945,14
F,Isabella,1945,22
F,Jerrie,1945,80
F,Joanna,1945,375
F,Juliette,1945,36
F,Laverne,1945,553
F,Lily,1945,54
F,Louella,1945,102
F,Lynne,1945,1472
F,Madeline,1945,720
F,Marlene,1945,2512
F,May,1945,149
F,Melinda,1945,299
F,Melva,1945,176
F,Nadine,1945,372
F,Penny,1945,1099
F,Ramona,1945,587
F,Robert,1945,131
F,Rosalind,1945,316
F,Saundra,1945,581
F,Sophia,1945,43
F,Trudy,1945,700
F,Unknown,1945,21
F,Arthur,1945,7
F,Birdie,1945,38
F,Camilla,1945,59
F,Carlene,1945,185
F,Clarice,1945,145
F,Era,1945,13
F,Estelle,1945,238
F,Gaynell,1945,26
F,Gertha,1945,7
F,Gertie,1945,53
F,Harriett,1945,215
F,Iola,1945,42
F,Jamie,1945,162
F,Jimmy,1945,7
F,Joe,1945,141
F,Judie,1945,242
F,Kattie,1945,33
F,Kaye,1945,405
F,Kitty,1945,153
F,Linnie,1945,31
F,Loraine,1945,144
F,Lovie,1945,35
F,Mona,1945,295
F,Pattie,1945,47
F,Queenie,1945,13
F,Robin,1945,544
F,Rubye,1945,49
F,Sammie,1945,89
F,Sandy,1945,818
F,Sonja,1945,406
F,Vicky,1945,517
F,Virgie,1945,151
F,Wilda,1945,73
F,Willia,1945,34
F,Zelma,1945,129
F,Angeline,1945,60
F,Carroll,1945,102
F,Cecilia,1945,601
F,Cindy,1945,278
F,Clementine,1945,33
F,Cleo,1945,106
F,Dian,1945,123
F,Florine,1945,65
F,Freida,1945,75
F,Gennie,1945,13
F,Gwen,1945,318
F,Hannah,1945,77
F,Hellen,1945,46
F,Hester,1945,54
F,Ima,1945,45
F,Ira,1945,39
F,Laurie,1945,514
F,Leatha,1945,14
F,Lora,1945,237
F,Louvenia,1945,49
F,Mittie,1945,12
F,Ocie,1945,13
F,Ossie,1945,14
F,Ouida,1945,30
F,Patty,1945,1017
F,Savannah,1945,18
F,Sharlene,1945,139
F,Valerie,1945,1035
F,Verdell,1945,29
F,Vesta,1945,14
F,Vickey,1945,20
F,Vonnie,1945,34
F,Carolyn,1946,19889
F,Brenda,1946,12666
F,Annie,1946,3605
F,Peggy,1946,7389
F,Joyce,1946,15211
F,Glenda,1946,3551
F,Sarah,1946,3881
F,Doris,1946,5983
F,Wanda,1946,5216
F,Willie,1946,1673
F,Ruby,1946,3025
F,Charlotte,1946,4965
F,Patsy,1946,4000
F,Jo,1946,5825
F,Rebecca,1946,4828
F,Geraldine,1946,4845
F,Mattie,1946,1065
F,Juanita,1946,2959
F,Catherine,1946,6355
F,Julia,1946,2777
F,Beverly,1946,10426
F,Ethel,1946,1904
F,Jane,1946,8961
F,Emma,1946,2037
F,Rosie,1946,1150
F,Sherry,1946,4512
F,Laura,1946,4469
F,Jacqueline,1946,5081
F,Marilyn,1946,10705
F,Gwendolyn,1946,2032
F,Lillie,1946,1460
F,Bobbie,1946,1506
F,Edna,1946,2239
F,Mildred,1946,3041
F,Louise,1946,3923
F,Sylvia,1946,4081
F,Johnnie,1946,895
F,Lynda,1946,2986
F,Sara,1946,2005
F,Bertha,1946,1492
F,Lula,1946,650
F,Diane,1946,15829
F,Bettye,1946,662
F,Phyllis,1946,8039
F,Norma,1946,4263
F,Carrie,1946,1013
F,Clara,1946,1876
F,Sue,1946,5128
F,Jessie,1946,1130
F,Connie,1946,7205
F,Georgia,1946,2288
F,Minnie,1946,1038
F,Christine,1946,6194
F,Sheila,1946,4700
F,Bessie,1946,977
F,Ella,1946,1457
F,Lois,1946,5684
F,Ida,1946,1353
F,Anita,1946,4021
F,Elaine,1946,6791
F,Vivian,1946,2407
F,Cynthia,1946,6889
F,Jeanette,1946,2395
F,Dianne,1946,4274
F,Eva,1946,1626
F,Katherine,1946,4194
F,Thelma,1946,1748
F,Janie,1946,1672
F,Faye,1946,1395
F,Hazel,1946,1477
F,Gladys,1946,1672
F,Fannie,1946,557
F,Margie,1946,1926
F,Nellie,1946,845
F,Vera,1946,1175
F,Delores,1946,2773
F,Josephine,1946,2186
F,Gail,1946,6219
F,Loretta,1946,2880
F,Lucy,1946,1190
F,Annette,1946,1909
F,Hattie,1946,710
F,Kathryn,1946,4992
F,Rosa,1946,1583
F,Susie,1946,1035
F,Ellen,1946,5235
F,Pamela,1946,9362
F,Anne,1946,4095
F,Cora,1946,756
F,Wilma,1946,1876
F,Deloris,1946,871
F,Jimmie,1946,333
F,Katie,1946,548
F,Diana,1946,7542
F,Bettie,1946,644
F,Jackie,1946,1497
F,Myra,1946,764
F,Paula,1946,4722
F,Geneva,1946,924
F,Edith,1946,1957
F,Earnestine,1946,363
F,Paulette,1946,2513
F,Emily,1946,1342
F,June,1946,2549
F,Marjorie,1946,3028
F,Yvonne,1946,2460
F,Billie,1946,1615
F,Nina,1946,984
F,Mamie,1946,513
F,Mae,1946,754
F,Theresa,1946,3670
F,Eloise,1946,556
F,Pearlie,1946,304
F,Rosemary,1946,4480
F,Sally,1946,4837
F,Eula,1946,341
F,Joann,1946,3933
F,Lola,1946,669
F,Maggie,1946,436
F,Rachel,1946,1216
F,Eleanor,1946,1901
F,Janis,1946,2024
F,Kay,1946,3343
F,Maxine,1946,1528
F,Melba,1946,494
F,Ernestine,1946,749
F,Joy,1946,1551
F,Lucille,1946,1933
F,Pauline,1946,2039
F,Charlene,1946,3036
F,Daisy,1946,530
F,Robbie,1946,252
F,Shelby,1946,352
F,Stella,1946,1116
F,Essie,1946,305
F,Suzanne,1946,5949
F,Audrey,1946,1807
F,Beatrice,1946,1448
F,Claudia,1946,2286
F,Ada,1946,496
F,Carole,1946,4614
F,Hilda,1946,669
F,Ollie,1946,301
F,Priscilla,1946,1641
F,Alberta,1946,784
F,Alma,1946,1116
F,Constance,1946,3404
F,Delois,1946,244
F,Jennifer,1946,1705
F,Reba,1946,458
F,Jewel,1946,271
F,Lizzie,1946,259
F,Eunice,1946,607
F,Florence,1946,1883
F,Grace,1946,1739
F,Marsha,1946,3608
F,Ora,1946,314
F,Ruthie,1946,373
F,Viola,1946,737
F,Marion,1946,1722
F,Deborah,1946,2444
F,Gayle,1946,1905
F,Jacquelyn,1946,1166
F,Lena,1946,640
F,Marcia,1946,3940
F,Nora,1946,946
F,Sadie,1946,351
F,Dorthy,1946,271
F,Frankie,1946,413
F,Lynn,1946,3873
F,Rosetta,1946,430
F,Sallie,1946,490
F,Eddie,1946,199
F,Kathy,1946,4169
F,Mable,1946,431
F,Shelia,1946,506
F,Terry,1946,1896
F,Velma,1946,826
F,Angela,1946,1250
F,Gracie,1946,325
F,Myrtle,1946,506
F,Nelda,1946,454
F,Pat,1946,1852
F,Teresa,1946,1799
F,Vicki,1946,3000
F,Henrietta,1946,485
F,Nettie,1946,346
F,Tommie,1946,248
F,Becky,1946,996
F,Dora,1946,885
F,Earline,1946,277
F,Flora,1946,516
F,Marian,1946,1624
F,Freda,1946,427
F,Jerry,1946,429
F,Miriam,1946,646
F,Ola,1946,216
F,Sybil,1946,220
F,Voncile,1946,30
F,Jennie,1946,680
F,Joanne,1946,5495
F,Olivia,1946,682
F,Queen,1946,214
F,Bennie,1946,166
F,Elsie,1946,1004
F,Harriet,1946,1275
F,Inez,1946,389
F,Jan,1946,1117
F,Lana,1946,1275
F,Regina,1946,1202
F,Willa,1946,262
F,Erma,1946,563
F,Gertrude,1946,576
F,Lou,1946,437
F,Naomi,1946,802
F,Sheryl,1946,1606
F,Beulah,1946,296
F,Della,1946,529
F,Etta,1946,318
F,Josie,1946,279
F,Addie,1946,224
F,Callie,1946,89
F,Cherry,1946,253
F,Darlene,1946,4656
F,Irma,1946,727
F,Jannie,1946,221
F,Leola,1946,195
F,Mavis,1946,175
F,Polly,1946,407
F,Victoria,1946,2370
F,Amelia,1946,500
F,Edwina,1946,209
F,Francis,1946,214
F,Freddie,1946,184
F,Ginger,1946,549
F,Jenny,1946,345
F,Lee,1946,769
F,Lucile,1946,77
F,Lydia,1946,853
F,Maria,1946,3918
F,Arlene,1946,2789
F,Belinda,1946,140
F,Charlie,1946,82
F,Dale,1946,603
F,Dixie,1946,962
F,Freida,1946,124
F,Lorraine,1946,3870
F,Lottie,1946,176
F,Opal,1946,295
F,Pearl,1946,618
F,Ramona,1946,674
F,Sonja,1946,441
F,Agnes,1946,822
F,Caroline,1946,1064
F,Estella,1946,332
F,Jeanne,1946,4040
F,Jeannette,1946,928
